clearinghouse_id,system_name,county,population,service_connections,total_population,clearinghouse_water_type
CA1910148,"SIERRA MADRE-CITY, WATER DEPT.",LOS ANGELES,11000,3804,11000,"Consecutive Connections,Groundwater & GWUDI"
CA1910041,THREE VALLEYS MWD,LOS ANGELES,0,14,0,"Groundwater & GWUDI,Surface Water"
CA1910165,VALLEY VIEW MUTUAL WATER CO.,LOS ANGELES,4604,1391,4604,"Consecutive Connections,Groundwater & GWUDI"
CA1910044,"GLENDORA-CITY, WATER DEPT.",LOS ANGELES,52558,14053,52558,"Consecutive Connections,Groundwater & GWUDI"
CA1910167,"VERNON-CITY, WATER DEPT.",LOS ANGELES,28000,1058,28000,"Consecutive Connections,Groundwater & GWUDI"
CA1910255,SANTA CLARITA VALLEY W.A.-TESORO DIV.,LOS ANGELES,6453,1156,6453,Consecutive Connections
CA1910063,LINCOLN AVENUE WATER CO.,LOS ANGELES,16126,4477,16126,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910098,GSWC - NORWALK,LOS ANGELES,42997,9396,42997,"Consecutive Connections,Groundwater & GWUDI"
CA1910194,ROWLAND WATER DISTRICT,LOS ANGELES,54660,13400,54660,Consecutive Connections
CA1910073,"LOMITA-CITY, WATER DEPT.",LOS ANGELES,20256,4414,20256,"Consecutive Connections,Groundwater & GWUDI"
CA1910189,SAN GABRIEL VALLEY WATER CO-MONTEBELLO 1,LOS ANGELES,9349,1580,9349,Consecutive Connections
CA1910199,CALIFORNIA DOMESTIC WATER COMPANY,LOS ANGELES,0,21,0,"Consecutive Connections,Groundwater & GWUDI"
CA1910126,"POMONA - CITY, WATER DEPT.",LOS ANGELES,151713,30630,151713,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910090,"MONROVIA-CITY, WATER DEPT.",LOS ANGELES,37787,9396,37787,"Consecutive Connections,Groundwater & GWUDI"
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",LOS ANGELES,62183,14080,62183,"Consecutive Connections,Groundwater & GWUDI"
CA1910084,MAYWOOD MUTUAL WATER CO. #1,LOS ANGELES,5500,1173,5500,"Consecutive Connections,Groundwater & GWUDI"
CA1910102,PALMDALE WATER DIST.,LOS ANGELES,126994,27012,126994,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910241,LIBERTY UTILITIES - MESA CREST,LOS ANGELES,2336,708,2336,Consecutive Connections
CA1910104,CALIFORNIA WATER SERVICE CO. - PALOS VER,LOS ANGELES,70819,24308,70819,Consecutive Connections
CA1910248,LOS ANGELES CWWD 37-ACTON,LOS ANGELES,4929,1454,4929,"Consecutive Connections,Groundwater & GWUDI"
CA1710005,LUCERNE WATER CO. - CAL WATER SERVICE,LAKE,2174,1245,2174,Surface Water
CA1910124,PASADENA WATER AND POWER,LOS ANGELES,170950,38364,170950,"Consecutive Connections,Groundwater & GWUDI,Hauled Water"
CA2000509,CASCADEL MUTUAL WATER SYSTEM,MADERA,137,120,137,"Consecutive Connections,Groundwater & GWUDI,Spring Water"
CA1910160,TRACT 349 MUTUAL WATER CO.,LOS ANGELES,3132,949,3132,"Consecutive Connections,Groundwater & GWUDI"
CA2000521,BROADVIEW TERRACE MUTUAL WATER COMPANY,MADERA,498,178,498,"Consecutive Connections,Groundwater & GWUDI"
CA1910161,LIBERTY UTILITIES - LYNWOOD,LOS ANGELES,24171,4481,24171,"Consecutive Connections,Groundwater & GWUDI"
CA1910127,"COVINA-CITY, WATER DEPT.",LOS ANGELES,33300,8612,33300,Consecutive Connections
CA1910130,QUARTZ HILL WATER DIST.,LOS ANGELES,19100,5807,19100,"Consecutive Connections,Groundwater & GWUDI"
CA2000557,MD 43 MIAMI CREEK KNOLLS,MADERA,100,26,100,"Consecutive Connections,Groundwater & GWUDI"
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,LOS ANGELES,5701,1429,5701,"Consecutive Connections,Groundwater & GWUDI"
CA2000593,OAKHURST MOBILE HOME ESTATES,MADERA,138,116,138,"Consecutive Connections,Groundwater & GWUDI"
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",LOS ANGELES,11183,2931,11183,"Consecutive Connections,Groundwater & GWUDI"
CA1910142,GSWC-SAN DIMAS,LOS ANGELES,56426,16145,56426,"Consecutive Connections,Groundwater & GWUDI"
CA1910144,SAN GABRIEL COUNTY WD,LOS ANGELES,45000,9376,45000,"Consecutive Connections,Groundwater & GWUDI"
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",LOS ANGELES,76443,14392,76443,"Consecutive Connections,Groundwater & GWUDI"
CA1910163,VALENCIA HEIGHTS WATER CO.,LOS ANGELES,7775,1681,7775,"Consecutive Connections,Groundwater & GWUDI"
CA1910154,CITY OF SOUTH PASADENA,LOS ANGELES,25329,6410,25329,"Consecutive Connections,Groundwater & GWUDI"
CA1910166,VALLEY WATER CO.,LOS ANGELES,10070,3611,10070,"Consecutive Connections,Groundwater & GWUDI"
CA1910243,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,LOS ANGELES,905,434,905,"Consecutive Connections,Groundwater & GWUDI"
CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,66045,18169,66045,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA2000729,MADERA CO SA16 SUMNER HILL,MADERA,135,41,135,Surface Water
CA1910195,GSWC - HOLLYDALE,LOS ANGELES,8016,1665,8016,"Consecutive Connections,Groundwater & GWUDI"
CA1009179,BRITZ/FIVE POINT SYSTEM,FRESNO,76,23,76,Surface Water
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,LOS ANGELES,32719,8031,32719,Consecutive Connections
CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,LOS ANGELES,168843,40636,168843,"Consecutive Connections,Groundwater & GWUDI"
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,72964,16619,72964,"Consecutive Connections,Groundwater & GWUDI"
CA1910225,LAS VIRGENES MWD,LOS ANGELES,72602,20128,72602,"Consecutive Connections,Surface Water"
CA1910245,"SANTA FE SPRINGS - CITY, WATER DEPT.",LOS ANGELES,19219,5542,19219,"Consecutive Connections,Groundwater & GWUDI"
CA2300590,SURFWOOD MUTUAL WATER CORPORATION,MENDOCINO,160,107,160,Surface Water
CA2110005,BOLINAS COMMUNITY PUD,MARIN,2483,577,2483,"Groundwater & GWUDI,Surface Water"
CA2210001,MARIPOSA PUBLIC UTILITY DIST,MARIPOSA,2000,683,2000,"Groundwater & GWUDI,Surface Water"
CA2010017,"TESORO VIEJO MASTER MWC, INC.",MADERA,2640,627,2640,Surface Water
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,LOS ANGELES,4096,1797,4096,"Groundwater & GWUDI,Surface Water"
CA1910009,VALLEY COUNTY WATER DIST.,LOS ANGELES,68714,12564,68714,"Consecutive Connections,Groundwater & GWUDI"
CA2100519,ESTERO MUTUAL,MARIN,206,145,206,"Groundwater & GWUDI,Surface Water"
CA1910017,SANTA CLARITA VALLEY W.A.-SANTA CLARITA,LOS ANGELES,135022,32972,135022,"Consecutive Connections,Groundwater & GWUDI"
CA2310001,"FORT BRAGG, CITY OF",MENDOCINO,6970,2861,6970,Surface Water
CA1910024,GSWC - CLAREMONT,LOS ANGELES,39279,11230,39279,"Consecutive Connections,Groundwater & GWUDI"
CA1910028,CRESCENTA VALLEY CWD,LOS ANGELES,32665,8282,32665,"Consecutive Connections,Groundwater & GWUDI"
CA2110001,INVERNESS PUBLIC UTILITY DIST,MARIN,1445,518,1445,"Groundwater & GWUDI,Surface Water"
CA1910033,CALIFORNIA WATER SERVICE CO. - DOMINGUEZ,LOS ANGELES,143464,33087,143464,"Consecutive Connections,Groundwater & GWUDI"
CA2300591,PINE MOUNTAIN MUTUAL WATER CO.,MENDOCINO,310,124,310,"Groundwater & GWUDI,Surface Water"
CA2110004,STINSON BEACH COUNTY WTR DIST,MARIN,583,741,600,"Groundwater & GWUDI,Surface Water"
CA1910043,"GLENDALE-CITY, WATER DEPT.",LOS ANGELES,201334,35532,201334,"Consecutive Connections,Groundwater & GWUDI"
CA1910050,"COMMERCE-CITY, WATER DEPT.",LOS ANGELES,4207,983,4207,"Consecutive Connections,Groundwater & GWUDI"
CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,193937,62255,193937,"Consecutive Connections,Surface Water"
CA2110003,NORTH MARIN WATER DISTRICT,MARIN,61683,20147,61693,"Consecutive Connections,Surface Water"
CA1910062,"LA VERNE, CITY WD",LOS ANGELES,32206,8816,32206,"Consecutive Connections,Groundwater & GWUDI"
CA1910070,LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,LOS ANGELES,204393,52016,204393,"Consecutive Connections,Groundwater & GWUDI"
CA1910077,GSWC - FLORENCE/GRAHAM,LOS ANGELES,62970,9726,62970,"Consecutive Connections,Groundwater & GWUDI"
CA1910085,MAYWOOD MUTUAL WATER CO. #2,LOS ANGELES,6349,1924,6349,"Consecutive Connections,Groundwater & GWUDI"
CA2310012,IRISH BEACH WATER DISTRICT,MENDOCINO,254,206,254,"Groundwater & GWUDI,Surface Water"
CA2310003,"UKIAH, CITY OF",MENDOCINO,16607,4940,16607,"Groundwater & GWUDI,Surface Water"
CA1910117,SAN GABRIEL VALLEY WATER CO-MONTEBELLO 2,LOS ANGELES,5300,1502,5300,"Consecutive Connections,Groundwater & GWUDI"
CA2110350,NPS GGNRA,MARIN,18447,227,18447,Consecutive Connections
CA1910128,COVINA IRRIGATING CO.,LOS ANGELES,0,12,0,"Groundwater & GWUDI,Surface Water"
CA1910147,SUBURBAN WATER SYSTEMS - SATIVA,LOS ANGELES,4385,1331,4385,"Consecutive Connections,Groundwater & GWUDI"
CA2210905,"MCCLURE BOAT CLUB, INC.",MARIPOSA,286,66,286,Surface Water
CA2300507,CALPELLA COUNTY WATER DISTRICT,MENDOCINO,548,185,548,"Consecutive Connections,Groundwater & GWUDI"
CA2110007,COAST SPRINGS - CAL. WATER SERVICE (PUC),MARIN,396,251,396,"Groundwater & GWUDI,Surface Water"
CA2400209,SAN LUIS HILLS,MERCED,300,65,300,Surface Water
CA2210510,YOSEMITE NPS-WAWONA,MARIPOSA,150,141,150,Surface Water
CA1910179,"BURBANK-CITY, WATER DEPT.",LOS ANGELES,105451,25588,105451,"Consecutive Connections,Groundwater & GWUDI"
CA1910200,SUBURBAN WATER SYSTEMS-COVINA KNOLLS,LOS ANGELES,1437,503,1437,Consecutive Connections
CA1910239,"LAKEWOOD - CITY, WATER DEPT.",LOS ANGELES,63066,19991,63066,"Consecutive Connections,Groundwater & GWUDI"
CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,LOS ANGELES,110329,30843,110329,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910249,WHITE FENCE FARMS MWC NO. 1,LOS ANGELES,1362,457,1362,"Consecutive Connections,Groundwater & GWUDI"
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,HUMBOLDT,60,23,60,Surface Water
CA2300663,BRANSCOMB MOBILE HOME PARK,MENDOCINO,42,14,42,Surface Water
CA2700740,SAN MIGUEL WS #03,MONTEREY,45,16,45,Consecutive Connections
CA2300730,WESTPORT COUNTY WATER DISTRICT,MENDOCINO,369,78,369,"Groundwater & GWUDI,Surface Water"
CA2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,MADERA,162,49,162,Surface Water
CA2310008,REDWOOD VALLEY COUNTY WATER DISTRICT,MENDOCINO,5200,1317,5200,"Consecutive Connections,Surface Water"
CA2310007,NORTH GUALALA WATER COMPANY,MENDOCINO,2593,1060,2593,"Groundwater & GWUDI,Surface Water"
CA2701906,LAKE SAN ANTONIO PARK WS,MONTEREY,54,30,54,"Groundwater & GWUDI,Surface Water"
CA2701254,CARMEL RIVIERA MWC,MONTEREY,584,177,584,"Groundwater & GWUDI,Surface Water"
CA2701263,PARTINGTON MWC,MONTEREY,35,26,35,Surface Water
CA2701295,ESALEN INSTITUTE WS,MONTEREY,246,42,246,"Spring Water,Surface Water"
CA1210018,"TRINIDAD, CITY OF",HUMBOLDT,1072,324,1072,Surface Water
CA2610001,MAMMOTH CWD,MONO,8234,3441,8234,"Groundwater & GWUDI,Surface Water"
CA2800527,LINDA FALLS TERRACE MUTUAL,NAPA,35,17,35,"Consecutive Connections,Groundwater & GWUDI"
CA2800543,CAPELL VALLEY ESTATES,NAPA,208,63,208,"Groundwater & GWUDI,Surface Water"
CA2700662,MURPHY HILL WS #01,MONTEREY,65,25,65,Consecutive Connections
CA2810008,VETERANS HOME OF CALIFORNIA,NAPA,0,10,3010,Surface Water
CA2710022,CAL AM WATER COMPANY - HIDDEN HILLS,MONTEREY,1106,455,1106,"Consecutive Connections,Groundwater & GWUDI"
CA2710004,CAL AM WATER COMPANY - MONTEREY,MONTEREY,92450,38210,92450,"Consecutive Connections,Groundwater & GWUDI"
CA1310001,"BRAWLEY, CITY OF",IMPERIAL,26928,5947,26928,Consecutive Connections
CA1310004,"EL CENTRO, CITY OF",IMPERIAL,44158,10230,44158,Consecutive Connections
CA2810002,"CALISTOGA, CITY OF",NAPA,5610,1591,5610,"Consecutive Connections,Surface Water"
CA2310006,MILLVIEW COUNTY WATER DISTRICT,MENDOCINO,5500,1715,5500,"Groundwater & GWUDI,Surface Water"
CA2810004,"ST. HELENA, CITY OF",NAPA,5386,2552,5386,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1310700,NAF EL CENTRO,IMPERIAL,1944,386,1944,Consecutive Connections
CA3010018,CITY OF LA HABRA,ORANGE,63118,12993,63118,"Consecutive Connections,Groundwater & GWUDI"
CA2701731,BRANDON CREEK MWS,MONTEREY,41,26,41,"Groundwater & GWUDI,Surface Water"
CA2701789,HOLLY HILLS MWC,MONTEREY,108,27,108,"Consecutive Connections,Groundwater & GWUDI"
CA3010073,MOULTON NIGUEL WATER DISTRICT,ORANGE,170236,53616,170236,Consecutive Connections
CA3010036,CITY OF SAN CLEMENTE,ORANGE,51545,17580,51545,"Consecutive Connections,Groundwater & GWUDI"
CA3010038,CITY OF SANTA ANA,ORANGE,337716,45422,337716,"Consecutive Connections,Groundwater & GWUDI"
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,MERCED,2211,664,2211,"Groundwater & GWUDI,Surface Water"
CA3010042,SOUTH COAST WATER DISTRICT,ORANGE,34724,13388,34724,"Consecutive Connections,Groundwater & GWUDI"
CA2910002,CITY OF NEVADA CITY,NEVADA,3148,1257,3148,Surface Water
CA3010079,EL TORO WATER DISTRICT,ORANGE,47911,9524,47911,Consecutive Connections
CA3110015,FULTON WATER COMPANY,PLACER,2593,926,2593,"Groundwater & GWUDI,Surface Water"
CA3110017,SIERRA LAKES COUNTY WATER DIST,PLACER,813,831,813,"Groundwater & GWUDI,Surface Water"
CA2702328,VENTANA BIG SUR INN WS,MONTEREY,193,26,193,"Groundwater & GWUDI,Spring Water,Surface Water"
CA3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,ORANGE,825,56,825,"Consecutive Connections,Groundwater & GWUDI"
CA3110035,PCWA - WEIMAR,PLACER,1500,564,1500,Surface Water
CA3010017,LAGUNA BEACH COUNTY WD,ORANGE,18401,8725,18401,Consecutive Connections
CA2610002,JUNE LAKE PUD VILLAGE,MONO,2763,294,2763,Surface Water
CA3100058,DUTCH FLAT MUTUAL,PLACER,350,105,350,Surface Water
CA3010041,CITY OF SEAL BEACH,ORANGE,24937,5451,24937,"Consecutive Connections,Groundwater & GWUDI"
CA3010064,CITY OF WESTMINSTER,ORANGE,95256,20585,95256,"Consecutive Connections,Groundwater & GWUDI"
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,MONTEREY,2800,792,2800,"Consecutive Connections,Groundwater & GWUDI"
CA3110009,MEADOW VISTA CWD,PLACER,5250,1591,5250,Surface Water
CA2800528,LINDA VISTA MUTUAL WATER CO,NAPA,90,36,90,"Consecutive Connections,Groundwater & GWUDI"
CA2800521,CIRCLE OAKS WATER DISTRICT,NAPA,500,190,500,"Groundwater & GWUDI,Surface Water"
CA2900523,WASHINGTON WATER DISTRICT,NEVADA,330,115,330,Surface Water
CA3103836,HIDDEN VALLEY COMMUNITY ASSOCIATION,PLACER,499,165,499,Consecutive Connections
CA2810001,HOWELL MOUNTAIN MUTUAL WATER COMPANY,NAPA,1498,399,1498,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3110012,AGATE BAY WATER COMPANY,PLACER,2500,584,2500,"Spring Water,Surface Water"
CA2810007,TOWN OF YOUNTVILLE,NAPA,2751,838,2751,"Consecutive Connections,Groundwater & GWUDI"
CA2810009,BERRYESSA PINES WATER SYSTEM,NAPA,261,78,261,Surface Water
CA2910006,NEVADA ID - LOMA RICA,NEVADA,14072,4980,14072,Surface Water
CA3110023,NORTH TAHOE PUD - CARNELIAN WOODS,PLACER,524,273,524,"Consecutive Connections,Groundwater & GWUDI"
CA3110025,PLACER CWA - FOOTHILL,PLACER,69640,27711,89008,"Groundwater & GWUDI,Surface Water"
CA2810014,SPANISH FLAT WATER DISTRICT,NAPA,230,97,230,Surface Water
CA2701279,COASTLANDS MWS (POST CREEK),MONTEREY,129,32,129,Surface Water
CA3000519,HYNES ESTATES MUTUAL WATER CO.,ORANGE,139,42,139,"Consecutive Connections,Groundwater & GWUDI"
CA3010001,CITY OF ANAHEIM,ORANGE,341245,62426,341245,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1410008,INYO COUNTY PWD - INDEPENDENCE,INYO,669,336,669,Consecutive Connections
CA3010010,CITY OF FULLERTON,ORANGE,141874,31372,141874,"Consecutive Connections,Groundwater & GWUDI"
CA3010022,GOLDEN STATE WC - WEST ORANGE COUNTY,ORANGE,113106,28018,113106,"Consecutive Connections,Groundwater & GWUDI"
CA3010027,CITY OF ORANGE,ORANGE,117150,35500,117150,"Consecutive Connections,Groundwater & GWUDI"
CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,ORANGE,49808,12957,49808,"Consecutive Connections,Groundwater & GWUDI"
CA3210004,AMERICAN VALLEY CSD,PLUMAS,4300,1612,4300,"Consecutive Connections,Groundwater & GWUDI,Spring Water"
CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,ORANGE,6986,2530,6986,"Consecutive Connections,Groundwater & GWUDI"
CA3010068,EAST ORANGE COUNTY WD - RZ,ORANGE,3222,1208,3222,"Consecutive Connections,Groundwater & GWUDI"
CA2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,NEVADA,85,25,85,"Consecutive Connections,Groundwater & GWUDI"
CA3010071,JOINT REGIONAL WATER SUPPLY SYSTEM,ORANGE,0,44,0,Consecutive Connections
CA3000585,PAGE AVENUE MUTUAL WATER COMPANY,ORANGE,119,37,119,"Consecutive Connections,Groundwater & GWUDI"
CA3110041,MIDWAY HEIGHTS C. W. D.,PLACER,1469,446,1469,Consecutive Connections
CA3010082,SERRANO WATER DISTRICT,ORANGE,5773,2306,5773,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3010002,CITY OF BREA,ORANGE,47589,12943,47589,Consecutive Connections
CA3010093,EAST ORANGE COUNTY WD - WZ,ORANGE,0,16,0,Consecutive Connections
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,NEVADA,310,362,310,Surface Water
CA3010003,CITY OF BUENA PARK,ORANGE,81998,19074,81998,"Consecutive Connections,Groundwater & GWUDI"
CA3110043,TAHOE CITY PUD - MADDEN CREEK,PLACER,300,183,300,"Consecutive Connections,Groundwater & GWUDI"
CA3310005,DESERT WATER AGENCY,RIVERSIDE,73224,23280,73224,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310017,SOUTH MESA WC,RIVERSIDE,10061,3030,10061,"Consecutive Connections,Groundwater & GWUDI"
CA2701929,COUNTRY MEADOWS MWC,MONTEREY,621,107,621,"Consecutive Connections,Groundwater & GWUDI"
CA3310019,IDYLLWILD WATER DISTRICT,RIVERSIDE,2963,1617,2963,"Consecutive Connections,Groundwater & GWUDI"
CA3110150,CAL AM - WEST PLACER,PLACER,5900,1788,5900,Consecutive Connections
CA3010008,EASTSIDE WATER ASSOCIATION,ORANGE,2000,333,2000,"Consecutive Connections,Groundwater & GWUDI"
CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,PLACER,250,129,250,Surface Water
CA3010046,CITY OF TUSTIN,ORANGE,66600,14146,66600,"Consecutive Connections,Groundwater & GWUDI"
CA3010053,CITY OF HUNTINGTON BEACH,ORANGE,201000,53868,201000,"Consecutive Connections,Groundwater & GWUDI"
CA3010037,YORBA LINDA WATER DISTRICT,ORANGE,84054,25471,84054,"Consecutive Connections,Groundwater & GWUDI"
CA3010094,TRABUCO CANYON WATER DISTRICT,ORANGE,13659,4120,13659,"Consecutive Connections,Groundwater & GWUDI"
CA3310076,WESTERN MWD (ID A - RAINBOW),RIVERSIDE,186,44,186,Consecutive Connections
CA3010062,CITY OF GARDEN GROVE,ORANGE,174226,34252,174226,"Consecutive Connections,Groundwater & GWUDI"
CA3310082,NORTH PERRIS WATER SYSTEM,RIVERSIDE,4500,1389,4500,"Consecutive Connections,Groundwater & GWUDI"
CA3107339,FOLSOM LAKE MUTUAL WATER CO,PLACER,333,101,333,Consecutive Connections
CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,637387,164464,637387,"Consecutive Connections,Groundwater & GWUDI"
CA3110040,PLACER CWA - BIANCHI ESTATES,PLACER,102,38,102,Consecutive Connections
CA3110001,NORTH TAHOE PUD - MAIN,PLACER,6321,3277,6321,"Groundwater & GWUDI,Surface Water"
CA3110005,PLACER CWA - AUBURN/BOWMAN,PLACER,20169,8555,26267,Surface Water
CA3400156,SOUTHWEST TRACT W M D [SWS],SACRAMENTO,103,33,103,Consecutive Connections
CA3110006,PLACER CWA - COLFAX,PLACER,3114,966,3114,Surface Water
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,PLACER,250,101,250,Surface Water
CA3310026,NUEVO WATER COMPANY,RIVERSIDE,6733,1893,6733,"Consecutive Connections,Groundwater & GWUDI"
CA3100528,GOLDEN HILLS MUTUAL WATER CO,PLACER,84,32,84,Consecutive Connections
CA3110008,CITY OF ROSEVILLE,PLACER,149859,49434,149859,"Groundwater & GWUDI,Surface Water"
CA2810005,"AMERICAN CANYON, CITY OF",NAPA,20990,5323,20990,Surface Water
CA3210002,PLUMAS COUNTY FLOOD CONTROL,PLUMAS,0,1,0,Surface Water
CA3410006,CITRUS HEIGHTS WATER DISTRICT,SACRAMENTO,66815,20217,66815,"Consecutive Connections,Groundwater & GWUDI"
CA3410008,ELK GROVE WATER DISTRICT,SACRAMENTO,42556,13020,42556,"Consecutive Connections,Groundwater & GWUDI"
CA3310800,CALIFORNIA REHABILITATION CENTER - NORCO,RIVERSIDE,4300,1357,4300,"Consecutive Connections,Hauled Water"
CA3200102,WHITEHAWK RANCH MWC,PLUMAS,765,199,765,Surface Water
CA3410014,"FOLSOM, CITY OF - MAIN",SACRAMENTO,75728,22948,75728,"Consecutive Connections,Surface Water"
CA3301031,BANNING HTS. MUTUAL WATER CO.,RIVERSIDE,552,178,552,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3110028,NORTHSTAR C.S.D.,PLACER,15428,953,15428,"Groundwater & GWUDI,Spring Water,Surface Water"
CA3410016,ORANGE VALE WATER COMPANY,SACRAMENTO,16861,5728,16861,"Consecutive Connections,Groundwater & GWUDI"
CA3301775,HIGH VALLEYS WATER DISTRICT,RIVERSIDE,733,244,733,Consecutive Connections
CA3110034,CHRISTIAN VALLEY PARK CSD,PLACER,1800,631,1800,Surface Water
CA3301115,CHIRIACO SUMMIT WATER DIST.,RIVERSIDE,544,34,544,Consecutive Connections
CA3110036,NORTH TAHOE PUD - DOLLAR COVE,PLACER,507,277,507,Consecutive Connections
CA3210003,CITY OF PORTOLA,PLUMAS,2100,1154,2100,"Consecutive Connections,Groundwater & GWUDI,Spring Water"
CA3500006,CSA NO. 31 STONEGATE WS,SAN BENITO,252,77,252,"Groundwater & GWUDI,Hauled Water,Surface Water"
CA3010004,MESA  WATER DISTRICT,ORANGE,110000,24417,110000,"Consecutive Connections,Groundwater & GWUDI"
CA3010023,CITY OF NEWPORT BEACH,ORANGE,68572,26467,68572,"Consecutive Connections,Groundwater & GWUDI"
CA3301114,CHERRY VALLEY WATER COMPANY,RIVERSIDE,210,75,210,"Consecutive Connections,Groundwater & GWUDI"
CA3510007,SAN BENITO COUNTY WATER DISTRICT,SAN BENITO,25,2,25,Surface Water
CA3301283,GLEN EDEN SUN CLUB,RIVERSIDE,566,407,566,"Consecutive Connections,Groundwater & GWUDI"
CA3310032,"SAN JACINTO, CITY OF",RIVERSIDE,18950,4324,18950,"Consecutive Connections,Groundwater & GWUDI"
CA3210005,GRAEAGLE WATER COMPANY,PLUMAS,737,938,737,Surface Water
CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,176926,48689,176926,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310040,FERN VALLEY WD,RIVERSIDE,900,1179,900,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3410030,"FOLSOM, CITY OF - ASHLAND",SACRAMENTO,3538,1078,3538,Consecutive Connections
CA3310044,RUBIDOUX COMMUNITY SD,RIVERSIDE,36827,6697,36827,"Consecutive Connections,Groundwater & GWUDI"
CA3410033,FLORIN COUNTY WATER DISTRICT,SACRAMENTO,7831,2405,7831,"Consecutive Connections,Groundwater & GWUDI"
CA3600087,DEER LODGE WATER SYSTEM,SAN BERNARDINO,845,195,845,"Consecutive Connections,Groundwater & GWUDI"
CA3310075,WESTERN MWD (ARLINGTON),RIVERSIDE,0,6,0,"Consecutive Connections,Groundwater & GWUDI"
CA3310022,LAKE HEMET MWD,RIVERSIDE,52913,14409,52913,"Consecutive Connections,Groundwater & GWUDI"
CA3010097,MIDWAY CITY MUTUAL WC,ORANGE,1285,198,169,"Consecutive Connections,Groundwater & GWUDI"
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,RIVERSIDE,144088,44164,144088,"Consecutive Connections,Groundwater & GWUDI"
CA3600209,ROCKY COMFORT MUTUAL WATER CO,SAN BERNARDINO,160,33,160,Consecutive Connections
CA3310049,WESTERN MWD,RIVERSIDE,82560,21607,82560,Consecutive Connections
CA1500543,AGAPE MUTUAL WATER SYSTEM,KERN,50,16,50,"Consecutive Connections,Groundwater & GWUDI"
CA3600391,HILLCREST MOBILE ESTATES,SAN BERNARDINO,493,180,493,"Consecutive Connections,Groundwater & GWUDI"
CA3310021,JURUPA COMMUNITY SD,RIVERSIDE,133292,33328,133292,"Consecutive Connections,Groundwater & GWUDI"
CA3110003,FORESTHILL PUBLIC UTILITY DIST,PLACER,6700,2117,6700,"Groundwater & GWUDI,Surface Water"
CA3110004,CITY OF LINCOLN,PLACER,51252,25150,51252,"Consecutive Connections,Groundwater & GWUDI"
CA3601182,HIGH DESERT DETENTION CENTER,SAN BERNARDINO,3035,2,3035,"Consecutive Connections,Groundwater & GWUDI"
CA3610001,"ADELANTO, CITY OF",SAN BERNARDINO,39930,8318,39930,"Consecutive Connections,Groundwater & GWUDI"
CA3610003,LIBERTY UTILITIES (AV RANCHOS) CORP.,SAN BERNARDINO,62890,20780,62890,"Consecutive Connections,Groundwater & GWUDI"
CA3310036,WESTERN MWD - MURRIETA DIVISION,RIVERSIDE,16373,2860,16373,"Consecutive Connections,Groundwater & GWUDI"
CA3310037,"CORONA, CITY OF",RIVERSIDE,168751,44442,168751,"Consecutive Connections,Groundwater & GWUDI"
CA3110013,TAHOE CITY PUD - TAHOE CEDARS,PLACER,793,1181,793,"Consecutive Connections,Groundwater & GWUDI"
